drug_a,drug_b,cell_line,synergy
Navitoclax,Doramapimod,HDQ-P1,0
Lapatinib,Trametinib,HCC1937,0
Vorinostat,Camptothecin,MDA-MB-157,0
Olaparib,AZD8055,HCC1395,0
Taselisib,Trametinib,HCC2218,1
Navitoclax,PF-4708671,HCC1569,1
Lapatinib,Erlotinib,BxPC-3,0
Olaparib,Dasatinib,SU8686,0
AZD7762,AZD4547,HT-29,0
Trametinib,Sorafenib,Hs-578-T,0
Crizotinib,KU-55933,HCC2157,0
Trametinib,Crizotinib,MDA-MB-330,0
Olaparib,AZD4547,SNU-C1,0
Pictilisib,Alisertib,HCC1806,0
Taselisib,Olaparib,BT-20,0
Trametinib,Camptothecin,HCC2998,0
Trametinib,Nilotinib,MDA-MB-468,0
Pictilisib,Bortezomib,MDA-MB-415,0
Taselisib,SB216763,DiFi,0
AZD7762,Vorinostat,HCC70,0
Sapitinib,Navitoclax,CW-2,1
Bortezomib,PF-4708671,MDA-MB-415,0
AZD7762,Bortezomib,CAL-85-1,0
SB505124,Sapitinib,RKO,0
Pictilisib,Vorinostat,CAL-120,0
Irinotecan,Olaparib,AsPC-1,0
Navitoclax,AZD8055,AU565,0
Sapitinib,Taselisib,CW-2,0
Palbociclib,Docetaxel,T47D,0
OSI-027,Docetaxel,HCC1599,0
Dabrafenib,Afatinib,SNU-1040,0
PD173074,JQ1,HCC1806,0
Temozolomide,SB216763,BT-474,0
Palbociclib,AZD7762,T47D,0
Pictilisib,MK-1775,EFM-19,0
SB216763,SB505124,NCI-H747,0
SB216763,LGK974,C2BBe1,0
Docetaxel,Trametinib,EFM-192A,0
Navitoclax,Vorinostat,MDA-MB-330,1
Trametinib,Olaparib,EVSA-T,0
LGK974,MK-1775,SNU-407,0
PD173074,Nilotinib,COLO-824,0
Crizotinib,Alisertib,MDA-MB-231,0
Olaparib,Lapatinib,HuP-T4,0
Trametinib,LGK974,LS-180,0
AZD7762,Wee1 Inhibitor,DU-4475,0
Vorinostat,Paclitaxel,HCC70,0
Taselisib,Doramapimod,HCC1187,0
Crizotinib,Trametinib,CAPAN-1,0
Navitoclax,Crizotinib,MCF7,1
BMS-754807,Navitoclax,CL-11,0
Navitoclax,Sapitinib,HDQ-P1,1
AZD7762,Bortezomib,HDQ-P1,0
Navitoclax,AZD7762,PANC-02-03,0
Crizotinib,Sapitinib,BT-474,0
Vorinostat,OSI-027,MDA-MB-330,0
Dasatinib,Paclitaxel,CFPAC-1,0
Dactolisib,OSI-027,PANC-03-27,0
Taselisib,Wee1 Inhibitor,HCC70,0
Vorinostat,Palbociclib,HCC1500,0
Docetaxel,NU7441,HCC2218,0
Trametinib,Afatinib,COLO-205,0
MK-1775,Alpelisib,BT-474,0
MK-1775,AZD8055,HT55,0
Docetaxel,Temozolomide,AU565,0
Sapitinib,Lapatinib,ZR-75-30,0
MK-1775,Lapatinib,HuP-T3,0
MK-1775,Dabrafenib,MDA-MB-453,0
BMS-754807,AZD7762,HT55,0
Temozolomide,Taselisib,CAL-148,0
Lapatinib,NU7441,Hs-578-T,0
LGK974,Taselisib,KP-3,0
Pictilisib,Nilotinib,MDA-MB-157,0
Docetaxel,Olaparib,CAL-85-1,0
PD173074,Alpelisib,MDA-MB-175-VII,0
Temozolomide,Alisertib,HCC70,0
Sapitinib,AZD7762,LoVo,0
MK-1775,Taselisib,KM12,0
Lapatinib,Paclitaxel,T47D,0
Crizotinib,BI-2536,HCC1954,0
Olaparib,Lapatinib,PANC-03-27,0
Navitoclax,Sorafenib,MDA-MB-468,0
AZD7762,Venetoclax,ZR-75-30,0
MK-1775,Pictilisib,HCC202,0
Vorinostat,MK-1775,HCC2157,0
Sapitinib,Pictilisib,JIMT-1,0
Taselisib,Palbociclib,SNU-1040,0
Palbociclib,AZD6482,DU-4475,0
OSI-027,Pictilisib,BT-20,0
Palbociclib,Afatinib,HCT-15,0
Trametinib,Wee1 Inhibitor,OCUB-M,0
Navitoclax,Ribociclib,MDA-MB-415,0
Lapatinib,Tozasertib,ZR-75-1,0
Crizotinib,ZM447439,MDA-MB-231,0
Palbociclib,BI-2536,BT-483,0
MK-1775,Nilotinib,ZR-75-1,0
MK-1775,Lapatinib,MDA-MB-361,0
Pictilisib,Vorinostat,HCC38,0
Bortezomib,Alisertib,MCF7,0
MK-1775,Sorafenib,OCUB-M,0
SB505124,Palbociclib,MDST8,0
PD173074,PF-4708671,HDQ-P1,0
Dabrafenib,Crizotinib,SK-CO-1,0
Sapitinib,MK-1775,RKO,0
Navitoclax,Uprosertib,UACC-893,0
LGK974,Taselisib,SNU-1040,0
OSI-027,Olaparib,KP-2,0
Lapatinib,MK-1775,MIA-PaCa-2,0
OSI-027,JQ1,AU565,0
Taselisib,Erlotinib,PANC-02-03,1
Trametinib,MK-1775,HCT-116,0
Afatinib,SB505124,CaR-1,0
LGK974,AZD7762,DAN-G,0
Vorinostat,Trametinib,JIMT-1,0
Temozolomide,Nilotinib,BT-483,0
MK-1775,Olaparib,HCC1419,0
Temozolomide,PF-4708671,MDA-MB-415,0
Camptothecin,MK-1775,NCI-H508,0
Afatinib,Taselisib,HCT-116,0
AZD4547,Olaparib,NCI-H716,0
Camptothecin,Olaparib,CW-2,0
Vorinostat,Taselisib,HCC1954,0
AZD7762,SB505124,CCK-81,0
Crizotinib,Dabrafenib,HCC1954,0
Palbociclib,Alisertib,HCC2218,0
Vorinostat,Trametinib,HCC1599,1
Taselisib,Docetaxel,Hs-578-T,0
Navitoclax,Dabrafenib,BT-20,0
Lapatinib,NU7441,MDA-MB-231,0
Paclitaxel,Erlotinib,HPAC,0
AZD7762,Palbociclib,CL-11,0
Dabrafenib,Trametinib,DiFi,0
Pictilisib,RO-3306,MRK-nu-1,0
Lapatinib,OSI-027,HCC1500,0
Taselisib,Sapitinib,HCC1428,0
Pictilisib,Ribociclib,HCC1500,0
Crizotinib,Lapatinib,HCC1428,0
Dactolisib,MK-1775,CFPAC-1,0
Dactolisib,Trametinib,CAPAN-1,0
BMS-754807,LGK974,COLO-320-HSR,0
Vorinostat,Bortezomib,HCC1806,0
MK-1775,AZD7762,MDA-MB-436,1
Afatinib,Camptothecin,SNU-C2B,0
Trametinib,Dabrafenib,CAL-51,0
Sapitinib,Palbociclib,RKO,0
Docetaxel,Bortezomib,AU565,0
MK-1775,Afatinib,HCC70,0
Docetaxel,Afatinib,HCC1954,0
Afatinib,AZD4547,SW48,0
Olaparib,Ribociclib,MDA-MB-175-VII,0
Olaparib,Sapitinib,LS-180,0
SB216763,Dabrafenib,CCK-81,0
AZD8055,Olaparib,SNU-C5,0
Lapatinib,Sapitinib,BT-20,0
Taselisib,SB216763,SNU-C5,0
Olaparib,Dactolisib,YAPC,0
Taselisib,Dactolisib,BxPC-3,0
MK-1775,Temozolomide,MDA-MB-175-VII,0
Irinotecan,Taselisib,SU8686,0
Sapitinib,SB216763,DiFi,0
Olaparib,SB216763,BT-474,0
Sapitinib,Docetaxel,HCC1806,0
Pictilisib,Docetaxel,OCUB-M,0
Taselisib,Sapitinib,MDA-MB-231,0
SB216763,Trametinib,SNU-407,0
MK-1775,Sorafenib,HCC1599,0
LGK974,OSI-027,KP-4,0
Erlotinib,Olaparib,HuP-T3,0
Bortezomib,Lapatinib,CAMA-1,0
Sapitinib,Docetaxel,DU-4475,0
Trametinib,Afatinib,SNU-C2B,0
Navitoclax,PF-4708671,AU565,0
Palbociclib,RO-3306,HDQ-P1,0
Vorinostat,PD173074,OCUB-M,0
Trametinib,Afatinib,CW-2,0
PD173074,Palbociclib,MDA-MB-361,0
Crizotinib,OSI-027,AsPC-1,0
Navitoclax,AZD8055,COLO-678,0
Dactolisib,MK-1775,SW1990,0
Temozolomide,Palbociclib,HCC202,0
Olaparib,Docetaxel,EFM-19,0
MK-1775,Dabrafenib,HCC1428,0
Sapitinib,BMS-754807,KM12,0
Crizotinib,LGK974,HuP-T4,0
MK-1775,Crizotinib,SW48,0
Crizotinib,Irinotecan,PANC-02-03,0
Crizotinib,Sapitinib,MDST8,0
Bortezomib,Alpelisib,HCC1187,0
Navitoclax,Afatinib,HCC1500,0
Docetaxel,Wee1 Inhibitor,MDA-MB-157,0
Sapitinib,Uprosertib,CAL-51,0
LGK974,Olaparib,HCT-116,0
LGK974,BMS-754807,SNU-407,0
OSI-027,Bortezomib,HCC1419,0
Galunisertib,Irinotecan,PA-TU-8902,0
Erlotinib,AZD7762,MIA-PaCa-2,0
Sapitinib,Dabrafenib,SW48,0
LGK974,Crizotinib,NCI-H747,0
Taselisib,Bortezomib,HCC38,0
Bortezomib,AZD7762,MFM-223,0
Vorinostat,Pictilisib,HCC70,0
Sapitinib,SB216763,AU565,0
Sapitinib,Vorinostat,Hs-578-T,0
Taselisib,JQ1,MRK-nu-1,0
Sapitinib,RO-3306,BT-483,0
Palbociclib,Erlotinib,YAPC,0
Trametinib,AZD7762,SNU-1040,0
Crizotinib,AZD7762,HCC1187,0
SB216763,Camptothecin,HCC2998,0
Crizotinib,Lapatinib,MCF7,0
Pictilisib,Vorinostat,ZR-75-1,0
AZD7762,Palbociclib,SW48,0
Vorinostat,AZD6482,MDA-MB-175-VII,0
MK-1775,Venetoclax,HCC1500,0
Palbociclib,Sorafenib,CAL-120,0
Navitoclax,Uprosertib,HCC1419,0
MK-1775,Vorinostat,UACC-893,0
Palbociclib,PF-4708671,HCC1806,0
AZD7762,Uprosertib,EVSA-T,0
MK-1775,Alpelisib,HCC70,0
Olaparib,Palbociclib,NCI-H716,0
Lapatinib,Palbociclib,BT-20,0
Navitoclax,Nilotinib,HCC1954,0
Pictilisib,AZD7762,COLO-824,0
Navitoclax,SB505124,SNU-C2B,0
Pictilisib,Alisertib,OCUB-M,0
Trametinib,Sapitinib,SNU-407,0
Olaparib,Navitoclax,CAPAN-1,1
LGK974,SB505124,CaR-1,0
Crizotinib,SB216763,LS-513,0
AZD7762,SB216763,CL-11,0
Crizotinib,AZD7762,CL-11,0
Sorafenib,Erlotinib,HuP-T3,0
Sapitinib,AZD7762,MDA-MB-436,0
Olaparib,JQ1,HCC70,0
Trametinib,Irinotecan,DAN-G,1
Navitoclax,Taselisib,MDA-MB-468,0
Lapatinib,Uprosertib,MRK-nu-1,0
Bortezomib,Vorinostat,CAL-85-1,1
Pictilisib,Navitoclax,BT-483,1
Olaparib,Palbociclib,CFPAC-1,0
Navitoclax,Uprosertib,MFM-223,0
SB216763,Trametinib,LS-513,0
Lapatinib,Tozasertib,CAL-120,0
Temozolomide,Docetaxel,MDA-MB-468,0
OSI-027,AZD8055,HCC1143,0
Docetaxel,Ribociclib,HCC1428,0
OSI-027,Sorafenib,HCC70,0
AZD8055,Trametinib,SNU-81,0
Crizotinib,Afatinib,HCC1428,0
AZD7762,RO-3306,MCF7,0
Olaparib,MK-1775,PANC-02-03,0
Navitoclax,Afatinib,SNU-1040,0
PD173074,Pictilisib,BT-483,0
Sapitinib,SB216763,MDA-MB-453,0
Trametinib,NU7441,MFM-223,0
Crizotinib,JQ1,BT-483,0
PD173074,Uprosertib,MRK-nu-1,0
Bortezomib,Afatinib,EFM-19,0
Taselisib,OSI-027,CAPAN-2,0
Docetaxel,Camptothecin,UACC-893,0
Vorinostat,KU-55933,MDA-MB-330,0
Irinotecan,Navitoclax,MIA-PaCa-2,0
Olaparib,Dactolisib,SW1990,0
PD173074,Lapatinib,HCC1599,0
Navitoclax,Camptothecin,DiFi,0
Temozolomide,Camptothecin,MFM-223,0
Palbociclib,BMS-754807,NCI-H508,0
Docetaxel,Doramapimod,BT-20,0
Vorinostat,Trametinib,HCC1954,0
Docetaxel,AZD6482,MDA-MB-436,0
OSI-027,Navitoclax,HCC70,0
Trametinib,MK-1775,SW620,0
PD173074,Venetoclax,MDA-MB-453,0
Trametinib,Sorafenib,KP-4,0
Crizotinib,SB505124,NCI-H716,0
Taselisib,RO-3306,T47D,0
Trametinib,Ribociclib,HCC1395,0
Taselisib,Pictilisib,MDA-MB-453,0
Olaparib,Navitoclax,LoVo,0
Navitoclax,Dabrafenib,SW620,0
AZD7762,Paclitaxel,PANC-08-13,0
LGK974,MK-1775,CL-11,0
Olaparib,AZD6482,MRK-nu-1,0
Trametinib,AZD4547,SW620,0
Trametinib,BI-2536,MDA-MB-453,0
Vorinostat,Lapatinib,MDA-MB-231,0
AZD7762,Palbociclib,COLO-678,0
Crizotinib,Olaparib,HCC2157,0
Pictilisib,Trametinib,Hs-578-T,0
AZD7762,Doramapimod,EFM-19,0
Olaparib,Nilotinib,HCC38,0
AZD7762,Dabrafenib,HCC1187,0
Bortezomib,Alpelisib,AU565,0
Trametinib,ZM447439,HCC1395,0
Navitoclax,Nilotinib,MDA-MB-157,0
Lapatinib,PD173074,CAL-85-1,0
Lapatinib,AZD6482,HCC1419,0
Temozolomide,AZD7762,BT-549,0
Trametinib,AZD8055,EFM-192A,0
SB505124,Sapitinib,KM12,0
Trametinib,Bortezomib,MDA-MB-436,0
Dabrafenib,Taselisib,RKO,1
MK-1775,Ribociclib,CAL-148,0
Navitoclax,MK-1775,HCC1428,0
Trametinib,OSI-027,MDA-MB-231,0
Trametinib,Galunisertib,PANC-10-05,0
Galunisertib,Taselisib,DAN-G,0
Navitoclax,Temozolomide,DU-4475,0
Sorafenib,MK-1775,SUIT-2,0
Navitoclax,Docetaxel,MDA-MB-175-VII,1
Docetaxel,Crizotinib,HCC1806,0
Sorafenib,Irinotecan,MZ1-PC,0
Sapitinib,BMS-754807,SNU-1040,0
MK-1775,Doramapimod,HCC1419,0
Crizotinib,AZD6482,MDA-MB-175-VII,0
Temozolomide,Alpelisib,EVSA-T,0
Navitoclax,AZD7762,SW620,1
Sapitinib,Navitoclax,HCC1937,0
Afatinib,Trametinib,SW948,0
Olaparib,BMS-754807,CaR-1,0
Trametinib,Nilotinib,MDA-MB-231,0
SB505124,Olaparib,GP5d,0
Temozolomide,Taselisib,BT-549,0
Taselisib,ZM447439,Hs-578-T,0
BMS-754807,Navitoclax,SNU-1040,0
Sapitinib,Olaparib,HCC1419,0
Trametinib,KU-55933,MDA-MB-415,0
Afatinib,Navitoclax,SNU-407,0
SB216763,AZD8055,SW48,0
Crizotinib,Alisertib,OCUB-M,0
MK-1775,Paclitaxel,YAPC,0
AZD8055,AZD4547,SNU-81,0
SB216763,Sapitinib,SW948,0
Taselisib,Palbociclib,MDA-MB-361,0
Galunisertib,OSI-027,SW1990,0
Crizotinib,Taselisib,NCI-H716,0
Navitoclax,PD173074,HCC1954,0
Taselisib,Palbociclib,EFM-192A,0
OSI-027,Bortezomib,HCC1143,0
Irinotecan,Sorafenib,KP-1N,0
Trametinib,Dasatinib,PANC-03-27,0
Bortezomib,RO-3306,MDA-MB-157,0
Trametinib,Erlotinib,CFPAC-1,0
Afatinib,Crizotinib,COLO-320-HSR,0
Lapatinib,AZD7762,PANC-03-27,0
Sapitinib,AZD7762,MDA-MB-330,0
Sapitinib,SB216763,HCC2157,0
Navitoclax,PF-4708671,COLO-824,1
BMS-754807,Navitoclax,SW837,0
Galunisertib,Paclitaxel,DAN-G,0
Sapitinib,SB505124,SW948,0
Pictilisib,JQ1,ZR-75-30,1
AZD8055,Palbociclib,HCT-15,0
Docetaxel,Sorafenib,BT-483,0
Trametinib,Vorinostat,BT-474,0
Sapitinib,JQ1,Hs-578-T,0
Docetaxel,Afatinib,HCC1419,0
Palbociclib,Ribociclib,CAL-148,0
Vorinostat,Bortezomib,MDA-MB-415,0
AZD7762,Palbociclib,CAL-51,0
Sapitinib,Navitoclax,HCC1428,0
Olaparib,Lapatinib,HCC38,0
Pictilisib,ZM447439,EFM-192A,0
Temozolomide,Sorafenib,ZR-75-1,0
Palbociclib,AZD7762,PSN1,0
Pictilisib,Venetoclax,HCC1143,0
AZD7762,SB505124,COLO-320-HSR,0
Navitoclax,Dabrafenib,CAL-148,0
Pictilisib,Sorafenib,HCC1569,0
Taselisib,LGK974,PANC-04-03,0
Dasatinib,Trametinib,KP-1N,1
SB505124,MK-1775,HT-115,0
Sapitinib,Lapatinib,DU-4475,0
Lapatinib,OSI-027,KP-3,0
Olaparib,AZD6482,COLO-824,0
Olaparib,SB505124,NCI-H716,0
Taselisib,AZD7762,LoVo,0
Taselisib,OSI-027,AU565,0
Navitoclax,Vorinostat,CAL-148,0
Temozolomide,Sorafenib,HCC1187,0
Temozolomide,JQ1,ZR-75-30,0
MK-1775,Sapitinib,DU-4475,0
Bortezomib,Palbociclib,T47D,0
Sapitinib,Camptothecin,NCI-H716,0
Taselisib,Docetaxel,MFM-223,0
AZD7762,Nilotinib,MDA-MB-453,0
MK-1775,Ribociclib,HDQ-P1,0
Palbociclib,Docetaxel,HCC1806,0
SB505124,Trametinib,CaR-1,0
MK-1775,Palbociclib,BT-474,0
Trametinib,RO-3306,EFM-192A,0
OSI-027,Dabrafenib,MDA-MB-157,0
Taselisib,Trametinib,MDA-MB-175-VII,1
Lapatinib,Palbociclib,KP-2,0
Crizotinib,PF-4708671,CAL-148,0
MK-1775,AZD7762,EFM-192A,0
Dabrafenib,AZD8055,HCT-15,0
PD173074,Temozolomide,BT-483,0
LGK974,Afatinib,CaR-1,0
Docetaxel,RO-3306,HCC1599,0
Dasatinib,Trametinib,KP-4,1
LGK974,Paclitaxel,HuP-T3,0
Olaparib,Ribociclib,MDA-MB-436,0
Vorinostat,Navitoclax,MDA-MB-468,0
PD173074,Nilotinib,HCC1599,0
Navitoclax,Paclitaxel,MDA-MB-453,1
Camptothecin,SB216763,COLO-678,0
AZD7762,Palbociclib,KP-4,0
Palbociclib,Olaparib,UACC-812,0
Taselisib,Palbociclib,KP-3,0
Vorinostat,Nilotinib,COLO-824,0
AZD7762,Lapatinib,HCC70,0
Bortezomib,Vorinostat,Hs-578-T,0
Navitoclax,Dabrafenib,COLO-678,0
Trametinib,Venetoclax,HCC1599,0
Lapatinib,Uprosertib,MDA-MB-436,0
Irinotecan,Trametinib,CFPAC-1,0
Lapatinib,AZD8055,MCF7,0
Navitoclax,Alisertib,AU565,1
Sapitinib,Afatinib,HT-115,0
Crizotinib,MK-1775,EFM-192A,0
OSI-027,Palbociclib,HCC1187,0
Olaparib,Ribociclib,CAL-120,0
Pictilisib,Uprosertib,HCC1954,0
Dabrafenib,MK-1775,SNU-175,0
LGK974,SB216763,CL-11,0
Navitoclax,OSI-027,CFPAC-1,0
Docetaxel,Olaparib,ZR-75-30,0
AZD8055,Dabrafenib,T84,0
Trametinib,LGK974,SNU-81,0
Trametinib,Uprosertib,HCC1395,0
Crizotinib,Palbociclib,HPAC,0
Bortezomib,Docetaxel,HCC202,0
Navitoclax,Crizotinib,MDA-MB-468,0
BMS-754807,AZD8055,SW1116,0
Olaparib,AZD7762,HCC1806,0
Bortezomib,Sapitinib,COLO-824,0
Vorinostat,Alpelisib,AU565,0
AZD8055,MK-1775,RKO,0
LGK974,Sapitinib,SW620,0
AZD7762,Afatinib,Hs-578-T,0
Navitoclax,Palbociclib,MIA-PaCa-2,0
Trametinib,Nilotinib,CAL-148,0
PD173074,Palbociclib,MCF7,0
Crizotinib,Docetaxel,MDA-MB-175-VII,0
MK-1775,Lapatinib,OCUB-M,1
Navitoclax,Taselisib,KP-4,0
Palbociclib,Erlotinib,PA-TU-8988T,0
Trametinib,Dabrafenib,SW1463,0
SB216763,LGK974,SNU-81,0
Navitoclax,NU7441,MDA-MB-468,0
AZD8055,Navitoclax,RCM-1,0
Palbociclib,MK-1775,PL4,0
AZD7762,OSI-027,HCC1937,0
PD173074,Temozolomide,HCC1143,0
Sapitinib,Navitoclax,ZR-75-1,0
PD173074,Olaparib,ZR-75-1,0
MK-1775,Taselisib,COLO-320-HSR,0
PD173074,Paclitaxel,EFM-19,0
Trametinib,RO-3306,CAL-85-1,0
Temozolomide,MK-1775,BT-483,0
MK-1775,Crizotinib,HCC1143,0
Crizotinib,Docetaxel,EFM-192A,0
Palbociclib,ZM447439,HCC38,0
Dabrafenib,Sapitinib,SW620,0
Lapatinib,KU-55933,OCUB-M,0
Sapitinib,AZD7762,NCI-H716,0
Olaparib,Ribociclib,CAL-51,0
Pictilisib,Olaparib,HCC1937,0
Docetaxel,Afatinib,BT-474,0
Pictilisib,Vorinostat,BT-483,0
Sapitinib,ZM447439,ZR-75-1,0
Palbociclib,Sorafenib,EFM-19,0
MK-1775,Vorinostat,MCF7,0
MK-1775,AZD7762,KP-4,1
Lapatinib,AZD8055,CAMA-1,0
Sapitinib,Olaparib,SW1463,0
Sapitinib,Olaparib,COLO-824,0
Olaparib,Alisertib,MDA-MB-453,0
Temozolomide,Bortezomib,HCC2218,0
Docetaxel,MK-1775,BT-474,0
LGK974,Sorafenib,PANC-08-13,0
Docetaxel,Sapitinib,MDA-MB-175-VII,0
Bortezomib,Pictilisib,HCC202,0
Vorinostat,Bortezomib,HCC1954,0
MK-1775,Dabrafenib,MCF7,0
Crizotinib,MK-1775,LS-513,0
Navitoclax,Paclitaxel,Hs-766T,0
Crizotinib,BI-2536,MCF7,0
OSI-027,JQ1,MRK-nu-1,1
Palbociclib,Alpelisib,MDA-MB-468,0
Sapitinib,Ribociclib,EFM-19,0
Trametinib,JQ1,CAMA-1,0
Trametinib,Pictilisib,COLO-824,0
Sapitinib,Ribociclib,MDA-MB-157,0
Trametinib,SB216763,JIMT-1,0
Crizotinib,Taselisib,SW1990,0
OSI-027,Navitoclax,KP-1N,0
AZD7762,Palbociclib,MDA-MB-330,0
Sapitinib,AZD7762,UACC-893,0
OSI-027,Wee1 Inhibitor,ZR-75-1,0
AZD8055,Afatinib,SNU-1040,0
Crizotinib,OSI-027,CAMA-1,0
AZD7762,OSI-027,PA-TU-8902,0
Temozolomide,Bortezomib,EVSA-T,0
Docetaxel,MK-1775,T47D,0
Olaparib,Ribociclib,HCC1569,0
Docetaxel,Navitoclax,CAMA-1,0
Pictilisib,Alpelisib,HDQ-P1,0
Vorinostat,Pictilisib,UACC-893,0
Lapatinib,Alisertib,MRK-nu-1,0
SB505124,Afatinib,SK-CO-1,0
Lapatinib,AZD7762,MFM-223,0
Irinotecan,Galunisertib,PANC-08-13,0
Afatinib,AZD7762,C2BBe1,0
Temozolomide,RO-3306,COLO-824,0
Navitoclax,JQ1,EFM-192A,0
OSI-027,Vorinostat,CAL-51,0
SB216763,BMS-754807,COLO-205,0
MK-1775,Dabrafenib,SNU-C2B,0
Olaparib,OSI-027,MDA-MB-436,0
Navitoclax,AZD7762,SW48,0
Palbociclib,KU-55933,EFM-19,0
Irinotecan,Paclitaxel,BxPC-3,0
Crizotinib,BI-2536,HDQ-P1,0
AZD7762,SB505124,HCC2998,0
SB216763,AZD4547,RCM-1,0
Docetaxel,Alisertib,MDA-MB-231,0
Dactolisib,Taselisib,HuP-T4,0
OSI-027,Bortezomib,BT-20,0
BMS-754807,AZD4547,SW1463,0
Temozolomide,NU7441,HCC1954,0
Afatinib,LGK974,SNU-175,0
Paclitaxel,AZD7762,PANC-02-03,0
Navitoclax,OSI-027,KP-1N,0
AZD7762,Vorinostat,MCF7,0
Navitoclax,Vorinostat,HCC1806,0
OSI-027,Temozolomide,COLO-824,0
Temozolomide,Pictilisib,CAL-85-1,0
Trametinib,AZD8055,RCM-1,0
Bortezomib,Alpelisib,MDA-MB-157,0
Taselisib,Alpelisib,MDA-MB-157,0
Erlotinib,Palbociclib,PSN1,0
Pictilisib,Tozasertib,EVSA-T,1
OSI-027,Lapatinib,PA-TU-8902,0
Crizotinib,Paclitaxel,BT-20,0
Olaparib,Dactolisib,KP-2,0
Temozolomide,PD173074,MDA-MB-157,0
Palbociclib,BI-2536,T47D,0
Sapitinib,KU-55933,MDA-MB-231,0
MK-1775,Pictilisib,MFM-223,0
Crizotinib,Wee1 Inhibitor,CAL-120,0
AZD4547,MK-1775,SW1463,0
Crizotinib,Sorafenib,PANC-10-05,0
Lapatinib,AZD8055,EVSA-T,0
Lapatinib,Dabrafenib,COLO-824,0
OSI-027,Docetaxel,EVSA-T,0
Sapitinib,Camptothecin,T84,0
Vorinostat,AZD6482,HCC2218,0
Olaparib,Paclitaxel,MDA-MB-175-VII,0
Docetaxel,Sapitinib,UACC-812,0
Lapatinib,RO-3306,CAMA-1,0
MK-1775,AZD4547,SW620,0
Pictilisib,Olaparib,MDA-MB-468,0
Vorinostat,PF-4708671,HCC1419,0
Bortezomib,Olaparib,MDA-MB-436,0
MK-1775,Sapitinib,HCT-116,0
Camptothecin,Olaparib,NCI-H747,0
Temozolomide,Ribociclib,HCC1500,0
Pictilisib,Sapitinib,CAL-85-1,0
Bortezomib,Tozasertib,AU565,0
SB505124,LGK974,NCI-H508,0
Trametinib,Dabrafenib,NCI-H508,0
Crizotinib,NU7441,MDA-MB-361,0
Taselisib,Olaparib,T47D,0
Docetaxel,OSI-027,CAL-120,0
Olaparib,LGK974,DiFi,0
Vorinostat,Ribociclib,HCC1500,1
Lapatinib,Tozasertib,MDA-MB-231,0
Trametinib,PF-4708671,HCC1954,0
AZD7762,Erlotinib,CAPAN-2,0
Bortezomib,Olaparib,MDA-MB-157,0
Crizotinib,AZD6482,HCC1806,0
Pictilisib,Docetaxel,MFM-223,0
Docetaxel,Nilotinib,CAL-120,0
PD173074,Camptothecin,CAL-85-1,0
AZD7762,Taselisib,GP5d,0
MK-1775,Trametinib,MDA-MB-231,0
Pictilisib,Lapatinib,MDA-MB-436,0
OSI-027,Palbociclib,HCC1395,0
AZD7762,Navitoclax,HT-29,1
Navitoclax,BI-2536,BT-20,1
Navitoclax,Temozolomide,HCC1954,0
PD173074,Sorafenib,CAMA-1,0
Olaparib,Afatinib,SW620,0
MK-1775,AZD8055,COLO-678,0
Olaparib,AZD4547,COLO-320-HSR,0
SB216763,AZD7762,SNU-407,0
Dabrafenib,Navitoclax,NCI-H508,0
Palbociclib,Crizotinib,CAL-85-1,0
Pictilisib,Crizotinib,MDA-MB-175-VII,1
Olaparib,Irinotecan,SUIT-2,0
Lapatinib,Dasatinib,PA-TU-8902,0
AZD4547,BMS-754807,CL-11,0
OSI-027,Doramapimod,Hs-578-T,0
Navitoclax,Camptothecin,OCUB-M,0
Palbociclib,PD173074,MDA-MB-436,0
Temozolomide,Nilotinib,HCC1143,0
Trametinib,Wee1 Inhibitor,CAL-120,0
Sapitinib,Temozolomide,BT-474,0
Navitoclax,MK-1775,HCC2157,0
LGK974,Erlotinib,HuP-T4,0
LGK974,Dabrafenib,SNU-C2B,0
Navitoclax,Doramapimod,MDA-MB-231,0
Trametinib,Alpelisib,HCC1954,0
LGK974,Trametinib,PANC-03-27,0
AZD7762,Trametinib,LoVo,0
MK-1775,Taselisib,SW620,0
Trametinib,Docetaxel,CAL-120,0
MK-1775,Uprosertib,JIMT-1,1
Navitoclax,Crizotinib,MDA-MB-436,0
Dabrafenib,Taselisib,RCM-1,0
AZD7762,KU-55933,HCC38,0
Navitoclax,Temozolomide,HCC1569,0
Camptothecin,SB505124,COLO-678,0
Palbociclib,LGK974,DiFi,0
Palbociclib,Dactolisib,YAPC,0
Paclitaxel,Palbociclib,BxPC-3,0
Taselisib,Lapatinib,PL4,0
MK-1775,Irinotecan,DAN-G,0
OSI-027,PF-4708671,MDA-MB-436,0
AZD7762,SB216763,T84,0
Taselisib,Dasatinib,PA-TU-8902,1
Sapitinib,MK-1775,ZR-75-30,0
AZD7762,Wee1 Inhibitor,CAMA-1,0
OSI-027,Olaparib,SW1990,0
Taselisib,Palbociclib,EVSA-T,0
Trametinib,Navitoclax,MFM-223,0
Bortezomib,Afatinib,BT-20,0
MK-1775,PD173074,HCC2218,0
Taselisib,Dabrafenib,DU-4475,0
Navitoclax,Dasatinib,PSN1,0
Bortezomib,PD173074,HCC1599,0
Bortezomib,PF-4708671,T47D,0
Palbociclib,PD173074,JIMT-1,0
Navitoclax,PD173074,CAL-148,0
