drug_a,drug_b,cell_line,synergy
Cisplatin,Alpelisib,MFM-223,0
Gemcitabine,Crizotinib,HCC1599,0
Taselisib,Linsitinib,SNU-407,0
MK-2206,Lapatinib,MDA-MB-453,0
AZD7762,Doramapimod,EFM-19,0
Cisplatin,Nilotinib,HCC1806,0
Olaparib,Nilotinib,HCC38,0
Dasatinib,Linsitinib,DAN-G,1
AZD7762,Dabrafenib,HCC1187,0
Bortezomib,Alpelisib,AU565,0
Palbociclib,Oxaliplatin,SNU-407,0
Navitoclax,Nilotinib,MDA-MB-157,0
Luminespib,RO-3306,COLO-824,0
Navitoclax,5-Fluorouracil,KM12,0
Temozolomide,AZD7762,BT-549,0
Linsitinib,5-Fluorouracil,HCC1599,0
Navitoclax,GSK269962A,MFM-223,1
Dabrafenib,Taselisib,RKO,1
Gemcitabine,NU7441,COLO-824,0
Navitoclax,MK-1775,HCC1428,0
Cisplatin,Entinostat,HCC1937,1
MK-2206,Crizotinib,MDA-MB-415,0
Galunisertib,Taselisib,DAN-G,0
Navitoclax,Temozolomide,DU-4475,0
Sorafenib,MK-1775,SUIT-2,0
Navitoclax,Docetaxel,MDA-MB-175-VII,1
Crizotinib,Linsitinib,Hs-766T,0
Docetaxel,Crizotinib,HCC1806,0
Sorafenib,Irinotecan,MZ1-PC,0
MK-2206,5-Fluorouracil,KP-1N,0
MK-1775,MK-2206,SU8686,0
MK-1775,Doramapimod,HCC1419,0
Temozolomide,Alpelisib,EVSA-T,0
Linsitinib,ZM447439,OCUB-M,0
Navitoclax,AZD7762,SW620,1
Luminespib,Temozolomide,HCC70,0
Olaparib,BMS-754807,CaR-1,0
5-Fluorouracil,Camptothecin,T84,0
MK-2206,Cisplatin,HCC1428,0
Linsitinib,NU7441,HDQ-P1,0
MK-1775,Linsitinib,CAMA-1,0
Axitinib,Doramapimod,ZR-75-30,0
SB505124,Olaparib,GP5d,0
Temozolomide,5-Fluorouracil,CAMA-1,0
Temozolomide,Taselisib,BT-549,0
Taselisib,ZM447439,Hs-578-T,0
5-Fluorouracil,Entinostat,BT-474,0
Luminespib,Bortezomib,MDA-MB-175-VII,0
Cisplatin,SCH772984,MDA-MB-175-VII,0
BMS-754807,Navitoclax,SNU-1040,0
5-Fluorouracil,Olaparib,LS-180,0
SCH772984,AZD7762,SUIT-2,0
Navitoclax,Linsitinib,HCC1187,1
Vorinostat,Gemcitabine,UACC-812,0
Docetaxel,Entinostat,HCC1143,0
Vinorelbine,AZD7762,SNU-407,0
MK-2206,ZM447439,OCUB-M,0
5-Fluorouracil,Crizotinib,MZ1-PC,0
AZD7762,Gemcitabine,AU565,0
Taselisib,MK-2206,HCC1428,0
SB216763,AZD8055,SW48,0
MK-2206,Navitoclax,HCT-15,0
MK-1775,Paclitaxel,YAPC,0
AZD8055,AZD4547,SNU-81,0
Taselisib,Palbociclib,MDA-MB-361,0
Galunisertib,OSI-027,SW1990,0
Crizotinib,Taselisib,NCI-H716,0
Taselisib,Palbociclib,EFM-192A,0
OSI-027,Bortezomib,HCC1143,0
Irinotecan,Sorafenib,KP-1N,0
Oxaliplatin,Crizotinib,COLO-320-HSR,0
Bortezomib,RO-3306,MDA-MB-157,0
Vinorelbine,Oxaliplatin,HCT-15,0
Lapatinib,AZD7762,PANC-03-27,0
Linsitinib,BMS-754807,NCI-H747,0
Navitoclax,PF-4708671,COLO-824,1
SCH772984,MK-2206,SW1417,0
OSI-027,Axitinib,MDA-MB-361,0
BMS-754807,Navitoclax,SW837,0
Galunisertib,Paclitaxel,DAN-G,0
AZD8055,Palbociclib,HCT-15,0
Docetaxel,Sorafenib,BT-483,0
Vorinostat,Bortezomib,MDA-MB-415,0
AZD7762,Palbociclib,CAL-51,0
Axitinib,Entinostat,CAMA-1,0
Linsitinib,SCH772984,LS-180,0
AZD4547,Oxaliplatin,RCM-1,0
MK-2206,Tozasertib,HCC1500,0
Docetaxel,Gemcitabine,HCC1187,0
Olaparib,Lapatinib,HCC38,0
Temozolomide,Sorafenib,ZR-75-1,0
Palbociclib,AZD7762,PSN1,0
AZD7762,SB505124,COLO-320-HSR,0
Navitoclax,Dabrafenib,CAL-148,0
Gemcitabine,Sorafenib,MDA-MB-415,0
AZD7762,SCH772984,CAL-85-1,0
Luminespib,Sorafenib,MDA-MB-361,0
MK-2206,AZD8055,GP5d,0
SB505124,MK-1775,HT-115,0
5-Fluorouracil,MK-1775,NCI-H747,0
MK-2206,SB216763,ZR-75-1,0
Lapatinib,OSI-027,KP-3,0
Olaparib,SB505124,NCI-H716,0
Taselisib,AZD7762,LoVo,0
SCH772984,AZD7762,KP-1N,0
Navitoclax,Cisplatin,BT-483,0
Luminespib,Camptothecin,MDA-MB-415,0
Ruxolitinib,Navitoclax,HPAC,0
Taselisib,OSI-027,AU565,0
Navitoclax,Vorinostat,CAL-148,0
Axitinib,Taselisib,Hs-578-T,1
Temozolomide,Sorafenib,HCC1187,0
Gemcitabine,Bortezomib,HCC2218,0
5-Fluorouracil,AZD7762,KP-2,0
Navitoclax,5-Fluorouracil,RKO,0
Bortezomib,Palbociclib,T47D,0
Taselisib,Docetaxel,MFM-223,0
AZD7762,Nilotinib,MDA-MB-453,0
Vorinostat,Luminespib,HCC1599,0
Paclitaxel,Ruxolitinib,PANC-03-27,0
Palbociclib,Docetaxel,HCC1806,0
MK-1775,Palbociclib,BT-474,0
OSI-027,Dabrafenib,MDA-MB-157,0
Gemcitabine,MK-2206,EFM-19,0
Lapatinib,Palbociclib,KP-2,0
SCH772984,Camptothecin,HCT-15,0
Crizotinib,PF-4708671,CAL-148,0
Camptothecin,MK-2206,HCC2998,0
Navitoclax,Axitinib,HCC1937,0
MK-1775,AZD7762,EFM-192A,0
Dabrafenib,AZD8055,HCT-15,0
Oxaliplatin,Navitoclax,SW948,0
Docetaxel,RO-3306,HCC1599,0
Linsitinib,SB216763,LoVo,0
Oxaliplatin,Dabrafenib,RCM-1,0
Vorinostat,Gemcitabine,T47D,1
Vorinostat,Navitoclax,MDA-MB-468,0
Cisplatin,ZM447439,HCC1143,0
Luminespib,Camptothecin,BT-20,0
MK-1775,Entinostat,CAL-120,0
Cisplatin,Galunisertib,PANC-08-13,0
Navitoclax,Paclitaxel,MDA-MB-453,1
Camptothecin,SB216763,COLO-678,0
AZD7762,Palbociclib,KP-4,0
Axitinib,Luminespib,BT-20,0
Palbociclib,Olaparib,UACC-812,0
Olaparib,Gemcitabine,MZ1-PC,0
Taselisib,Palbociclib,KP-3,0
Vorinostat,Nilotinib,COLO-824,0
Luminespib,Docetaxel,EFM-19,0
AZD7762,Lapatinib,HCC70,0
Bortezomib,Vorinostat,Hs-578-T,0
SCH772984,SB216763,SNU-81,0
Navitoclax,Dabrafenib,COLO-678,0
Taselisib,SCH772984,PA-TU-8902,1
Linsitinib,ZM447439,MDA-MB-361,0
MK-2206,AZD4547,SW948,0
MK-2206,AZD8055,ZR-75-1,0
MK-1775,MK-2206,HCT-116,1
5-Fluorouracil,AZD7762,COLO-678,0
Taselisib,Gemcitabine,YAPC,0
Linsitinib,SCH772984,KP-4,1
Irinotecan,Linsitinib,CAPAN-2,0
Lapatinib,AZD8055,MCF7,0
5-Fluorouracil,Doramapimod,T47D,0
Crizotinib,MK-1775,EFM-192A,0
OSI-027,Palbociclib,HCC1187,0
Vorinostat,Linsitinib,CAL-85-1,1
Cisplatin,KU-55933,HCC38,0
Vorinostat,Gemcitabine,HCC1937,0
5-Fluorouracil,NU7441,HCC1419,0
Lapatinib,Axitinib,ZR-75-1,0
Linsitinib,Tozasertib,DU-4475,0
Dabrafenib,MK-1775,SNU-175,0
Navitoclax,OSI-027,CFPAC-1,0
Docetaxel,Olaparib,ZR-75-30,0
5-Fluorouracil,Tozasertib,HCC1428,0
AZD8055,Dabrafenib,T84,0
5-Fluorouracil,MK-2206,NCI-H747,0
Linsitinib,AZD4547,SNU-C5,0
Crizotinib,Palbociclib,HPAC,0
Bortezomib,Docetaxel,HCC202,0
Navitoclax,Crizotinib,MDA-MB-468,0
BMS-754807,AZD8055,SW1116,0
Navitoclax,Oxaliplatin,PA-TU-8988T,0
Oxaliplatin,AZD7762,CaR-1,0
Luminespib,Crizotinib,MDA-MB-330,1
Olaparib,AZD7762,HCC1806,0
Vorinostat,Alpelisib,AU565,0
Oxaliplatin,Crizotinib,SNU-407,0
AZD8055,MK-1775,RKO,0
Vinorelbine,SCH772984,CaR-1,0
Navitoclax,Palbociclib,MIA-PaCa-2,0
OSI-027,GSK269962A,JIMT-1,0
Crizotinib,Docetaxel,MDA-MB-175-VII,0
5-Fluorouracil,SB505124,SW48,0
MK-2206,SB216763,MDA-MB-468,0
MK-1775,Lapatinib,OCUB-M,1
5-Fluorouracil,Dabrafenib,HCC1395,0
Linsitinib,AZD8055,SK-CO-1,0
Navitoclax,Taselisib,KP-4,0
Navitoclax,Ruxolitinib,PANC-10-05,0
Navitoclax,NU7441,MDA-MB-468,0
AZD8055,Navitoclax,RCM-1,0
Vinorelbine,5-Fluorouracil,T84,0
Palbociclib,MK-1775,PL4,0
AZD7762,OSI-027,HCC1937,0
Cisplatin,AZD7762,T47D,0
Cisplatin,Crizotinib,SU8686,0
Cisplatin,Doramapimod,EVSA-T,0
MK-1775,Taselisib,COLO-320-HSR,0
MK-2206,AZD8055,SW620,0
Temozolomide,MK-1775,BT-483,0
MK-1775,Crizotinib,HCC1143,0
Crizotinib,Docetaxel,EFM-192A,0
Palbociclib,ZM447439,HCC38,0
Lapatinib,KU-55933,OCUB-M,0
Gemcitabine,Tozasertib,MDA-MB-415,0
Gemcitabine,Temozolomide,MDA-MB-468,0
Lapatinib,Gemcitabine,KP-3,0
Vorinostat,Entinostat,BT-20,0
Linsitinib,Entinostat,HCC1500,0
Ruxolitinib,Oxaliplatin,CFPAC-1,0
SCH772984,AZD7762,YAPC,0
Palbociclib,Sorafenib,EFM-19,0
Linsitinib,MK-1775,KP-4,0
Oxaliplatin,MK-1775,SUIT-2,0
Linsitinib,Alpelisib,HCC1806,0
Cisplatin,Camptothecin,CAL-120,0
MK-1775,Vorinostat,MCF7,0
Taselisib,Linsitinib,YAPC,0
MK-1775,AZD7762,KP-4,1
SB216763,Oxaliplatin,HCT-15,0
Ruxolitinib,Taselisib,CFPAC-1,0
Cisplatin,SCH772984,PANC-04-03,0
Lapatinib,AZD8055,CAMA-1,0
MK-1775,Entinostat,DU-4475,0
SCH772984,Palbociclib,SW1417,0
Temozolomide,Bortezomib,HCC2218,0
Docetaxel,MK-1775,BT-474,0
5-Fluorouracil,ZM447439,CAL-51,0
Vorinostat,Bortezomib,HCC1954,0
MK-1775,Dabrafenib,MCF7,0
Crizotinib,MK-1775,LS-513,0
Vinorelbine,Taselisib,SNU-C1,0
Navitoclax,Paclitaxel,Hs-766T,0
Crizotinib,BI-2536,MCF7,0
Cisplatin,PF-4708671,HCC1187,0
Palbociclib,Alpelisib,MDA-MB-468,0
Olaparib,Oxaliplatin,PANC-04-03,0
Dactolisib,Oxaliplatin,CFPAC-1,0
Crizotinib,Taselisib,SW1990,0
OSI-027,Navitoclax,KP-1N,0
Lapatinib,Gemcitabine,HCC1143,0
AZD7762,Palbociclib,MDA-MB-330,0
Axitinib,Docetaxel,HCC1806,0
Axitinib,Sorafenib,HCC1143,0
Axitinib,RO-3306,MDA-MB-436,0
OSI-027,Wee1 Inhibitor,ZR-75-1,0
Crizotinib,OSI-027,CAMA-1,0
Lapatinib,Entinostat,MDA-MB-436,0
5-Fluorouracil,Paclitaxel,MDA-MB-231,0
AZD7762,OSI-027,PA-TU-8902,0
Cisplatin,Galunisertib,MIA-PaCa-2,0
Temozolomide,Bortezomib,EVSA-T,0
Temozolomide,5-Fluorouracil,MDA-MB-231,0
Docetaxel,MK-1775,T47D,0
OSI-027,SCH772984,HCC1599,0
AZD7762,Gemcitabine,MDA-MB-175-VII,0
Docetaxel,Navitoclax,CAMA-1,0
Axitinib,Temozolomide,COLO-824,0
SCH772984,Olaparib,SNU-C1,0
Lapatinib,AZD7762,MFM-223,0
Irinotecan,Galunisertib,PANC-08-13,0
MK-2206,Lapatinib,MDA-MB-330,0
Temozolomide,RO-3306,COLO-824,0
SB216763,Linsitinib,SW948,0
MK-2206,Olaparib,SNU-C1,0
Vinorelbine,AZD4547,NCI-H716,0
Oxaliplatin,Olaparib,HT-29,0
MK-1775,Linsitinib,HCC38,0
OSI-027,Vorinostat,CAL-51,0
SB216763,BMS-754807,COLO-205,0
Linsitinib,Sorafenib,HCC70,0
MK-1775,Dabrafenib,SNU-C2B,0
Oxaliplatin,BMS-754807,HCT-116,0
Olaparib,OSI-027,MDA-MB-436,0
Navitoclax,AZD7762,SW48,0
Palbociclib,KU-55933,EFM-19,0
Gemcitabine,Cisplatin,DU-4475,0
Irinotecan,Paclitaxel,BxPC-3,0
Crizotinib,BI-2536,HDQ-P1,0
5-Fluorouracil,Linsitinib,YAPC,0
AZD7762,SB505124,HCC2998,0
SB216763,AZD4547,RCM-1,0
Dactolisib,Taselisib,HuP-T4,0
OSI-027,Bortezomib,BT-20,0
BMS-754807,AZD4547,SW1463,0
5-Fluorouracil,MK-1775,JIMT-1,0
Temozolomide,NU7441,HCC1954,0
MK-2206,Doramapimod,BT-483,0
Palbociclib,MK-2206,MDA-MB-453,0
Linsitinib,AZD7762,HCC1937,0
Luminespib,5-Fluorouracil,ZR-75-1,0
Paclitaxel,AZD7762,PANC-02-03,0
Navitoclax,OSI-027,KP-1N,0
Axitinib,SB216763,UACC-893,0
Cisplatin,Dabrafenib,CAMA-1,0
MK-1775,MK-2206,MDA-MB-436,0
MK-1775,Linsitinib,DU-4475,0
AZD7762,Vorinostat,MCF7,0
Axitinib,Lapatinib,DU-4475,0
Navitoclax,Vorinostat,HCC1806,0
MK-2206,BI-2536,CAL-85-1,0
OSI-027,Temozolomide,COLO-824,0
5-Fluorouracil,Taselisib,KP-3,0
Bortezomib,Alpelisib,MDA-MB-157,0
Taselisib,Alpelisib,MDA-MB-157,0
Gemcitabine,Navitoclax,HCC1599,1
OSI-027,Lapatinib,PA-TU-8902,0
AZD4547,MK-2206,KM12,0
Crizotinib,Paclitaxel,BT-20,0
Olaparib,Dactolisib,KP-2,0
Palbociclib,SCH772984,DU-4475,0
Palbociclib,BI-2536,T47D,0
Crizotinib,Cisplatin,HuP-T3,0
Navitoclax,Vinorelbine,LS-513,1
Gemcitabine,5-Fluorouracil,BT-549,0
Crizotinib,Wee1 Inhibitor,CAL-120,0
AZD4547,MK-1775,SW1463,0
Crizotinib,Sorafenib,PANC-10-05,0
Lapatinib,AZD8055,EVSA-T,0
Lapatinib,Dabrafenib,COLO-824,0
OSI-027,Docetaxel,EVSA-T,0
Olaparib,Paclitaxel,MDA-MB-175-VII,0
Lapatinib,RO-3306,CAMA-1,0
AZD7762,MK-2206,HCC1500,0
MK-1775,AZD4547,SW620,0
Vorinostat,PF-4708671,HCC1419,0
Bortezomib,Olaparib,MDA-MB-436,0
Camptothecin,Olaparib,NCI-H747,0
Docetaxel,MK-2206,T47D,0
SCH772984,Taselisib,CFPAC-1,1
Lapatinib,Entinostat,JIMT-1,0
Bortezomib,Tozasertib,AU565,0
OSI-027,Luminespib,MDA-MB-157,0
AZD7762,Ruxolitinib,YAPC,0
Crizotinib,NU7441,MDA-MB-361,0
Taselisib,Olaparib,T47D,0
Oxaliplatin,Linsitinib,PANC-08-13,0
Docetaxel,OSI-027,CAL-120,0
Bortezomib,SCH772984,MRK-nu-1,0
Luminespib,MK-2206,MDA-MB-157,0
Lapatinib,Tozasertib,MDA-MB-231,0
OSI-027,SCH772984,KP-2,0
Axitinib,KU-55933,DU-4475,0
MK-1775,5-Fluorouracil,CAL-51,0
Cisplatin,Entinostat,MDA-MB-453,0
Luminespib,Axitinib,COLO-824,0
MK-1775,Gemcitabine,MDA-MB-468,1
Bortezomib,Olaparib,MDA-MB-157,0
Gemcitabine,SB216763,HCC1419,0
Axitinib,SB216763,BT-549,0
Linsitinib,Oxaliplatin,CL-11,0
Taselisib,SCH772984,LS-513,0
Gemcitabine,OSI-027,YAPC,0
MK-2206,5-Fluorouracil,KP-2,0
MK-1775,Vinorelbine,LS-411N,0
Docetaxel,Nilotinib,CAL-120,0
MK-2206,BMS-754807,SNU-C1,0
MK-1775,Linsitinib,CFPAC-1,0
AZD7762,Taselisib,GP5d,0
MK-2206,SCH772984,NCI-H747,0
OSI-027,Palbociclib,HCC1395,0
AZD7762,Navitoclax,HT-29,1
Navitoclax,BI-2536,BT-20,1
Olaparib,Ruxolitinib,PANC-03-27,0
Navitoclax,Temozolomide,HCC1954,0
Lapatinib,Gemcitabine,T47D,0
MK-2206,OSI-027,MDA-MB-415,0
Crizotinib,Linsitinib,HCC1395,0
MK-1775,AZD8055,COLO-678,0
AZD7762,Linsitinib,DAN-G,0
Irinotecan,MK-2206,SUIT-2,0
SCH772984,Sorafenib,AsPC-1,0
Dasatinib,Ruxolitinib,MIA-PaCa-2,0
Olaparib,AZD4547,COLO-320-HSR,0
SB216763,AZD7762,SNU-407,0
Dabrafenib,Navitoclax,NCI-H508,0
Dabrafenib,Oxaliplatin,SW620,0
Vinorelbine,MK-1775,HT55,0
Palbociclib,Crizotinib,CAL-85-1,0
Olaparib,Irinotecan,SUIT-2,0
Lapatinib,Dasatinib,PA-TU-8902,0
AZD4547,BMS-754807,CL-11,0
Bortezomib,SCH772984,HCC1395,0
OSI-027,Doramapimod,Hs-578-T,0
MK-2206,Cisplatin,AU565,0
Navitoclax,Camptothecin,OCUB-M,0
Temozolomide,Nilotinib,HCC1143,0
Navitoclax,MK-1775,HCC2157,0
Linsitinib,MK-1775,SW1990,0
Navitoclax,Doramapimod,MDA-MB-231,0
Palbociclib,Cisplatin,KP-1N,0
Axitinib,Dabrafenib,BT-474,0
MK-1775,Taselisib,SW620,0
Paclitaxel,SCH772984,SUIT-2,0
MK-2206,Doramapimod,HCC1187,0
Linsitinib,Olaparib,HuP-T3,0
Navitoclax,Crizotinib,MDA-MB-436,0
5-Fluorouracil,AZD7762,BxPC-3,1
Dabrafenib,Taselisib,RCM-1,0
MK-2206,Docetaxel,T47D,0
BMS-754807,5-Fluorouracil,COLO-320-HSR,0
AZD7762,KU-55933,HCC38,0
Navitoclax,Temozolomide,HCC1569,0
Camptothecin,SB505124,COLO-678,0
5-Fluorouracil,KU-55933,CAL-51,0
Gemcitabine,OSI-027,HCC1937,0
5-Fluorouracil,Tozasertib,HCC1143,0
Palbociclib,MK-2206,SNU-C1,0
Cisplatin,AZD8055,AU565,0
Palbociclib,Dactolisib,YAPC,0
Paclitaxel,Palbociclib,BxPC-3,0
Taselisib,Lapatinib,PL4,0
MK-1775,Irinotecan,DAN-G,0
OSI-027,PF-4708671,MDA-MB-436,0
AZD7762,SB216763,T84,0
Olaparib,Gemcitabine,PL4,0
Crizotinib,5-Fluorouracil,SU8686,0
Taselisib,Dasatinib,PA-TU-8902,1
MK-2206,Palbociclib,ZR-75-30,0
Luminespib,5-Fluorouracil,Hs-578-T,0
Gemcitabine,Navitoclax,PL4,0
AZD7762,Wee1 Inhibitor,CAMA-1,0
OSI-027,Olaparib,SW1990,0
Oxaliplatin,SB216763,RKO,0
Vinorelbine,Palbociclib,SNU-C1,0
SCH772984,MK-2206,HT55,0
Taselisib,Palbociclib,EVSA-T,0
Oxaliplatin,Irinotecan,PL4,0
Linsitinib,Taselisib,MDA-MB-361,0
Irinotecan,Cisplatin,CFPAC-1,0
AZD4547,Vinorelbine,RKO,0
Bortezomib,5-Fluorouracil,T47D,0
Taselisib,Dabrafenib,DU-4475,0
Navitoclax,Dasatinib,PSN1,0
Olaparib,SCH772984,KP-1N,0
Vorinostat,Gemcitabine,UACC-893,0
Gemcitabine,KU-55933,HCC1428,0
Bortezomib,PF-4708671,T47D,0
SCH772984,Olaparib,YAPC,0
Vinorelbine,SB216763,SW1116,0
Olaparib,Galunisertib,PANC-03-27,0
Taselisib,Olaparib,HuP-T4,0
MK-1775,Navitoclax,HCC2998,0
Dabrafenib,Taselisib,CCK-81,0
OSI-027,GSK269962A,HCC1143,0
Dasatinib,OSI-027,PA-TU-8988T,0
Vorinostat,5-Fluorouracil,HCC2157,0
Navitoclax,Olaparib,NCI-H716,0
MK-1775,SB505124,MDST8,0
Crizotinib,Navitoclax,LS-180,0
AZD7762,Docetaxel,UACC-893,0
Dasatinib,Gemcitabine,DAN-G,0
Paclitaxel,Oxaliplatin,SW1990,0
Axitinib,NU7441,EFM-192A,0
Palbociclib,Axitinib,MCF7,0
Navitoclax,5-Fluorouracil,SNU-C1,0
Oxaliplatin,Taselisib,PANC-04-03,0
Gemcitabine,BI-2536,HCC70,0
Gemcitabine,Linsitinib,PANC-04-03,0
Dactolisib,Lapatinib,CFPAC-1,0
Docetaxel,Gemcitabine,HCC1569,0
Palbociclib,Irinotecan,BxPC-3,0
Cisplatin,Camptothecin,BT-474,0
Olaparib,Paclitaxel,SW1990,0
Palbociclib,PF-4708671,JIMT-1,0
Palbociclib,SB505124,COLO-320-HSR,0
SCH772984,SB216763,KM12,0
Bortezomib,NU7441,HCC1395,0
Lapatinib,Palbociclib,CAMA-1,0
Oxaliplatin,OSI-027,HPAC,0
AZD8055,MK-1775,HT-115,0
Navitoclax,Palbociclib,HCC2998,0
BMS-754807,Oxaliplatin,SW1463,0
Olaparib,KU-55933,MDA-MB-361,0
AZD7762,Taselisib,HT55,0
Vinorelbine,Olaparib,SW948,0
AZD7762,Palbociclib,HuP-T3,0
OSI-027,MK-2206,HCC1187,0
Taselisib,Oxaliplatin,PA-TU-8988T,0
OSI-027,Taselisib,PANC-10-05,0
Galunisertib,MK-1775,KP-3,0
OSI-027,BI-2536,EFM-192A,0
Palbociclib,Olaparib,DU-4475,0
Navitoclax,5-Fluorouracil,BT-549,1
MK-2206,Taselisib,MDA-MB-468,0
5-Fluorouracil,Cisplatin,HCC202,0
Cisplatin,Taselisib,SUIT-2,0
MK-2206,Luminespib,OCUB-M,0
Vorinostat,Lapatinib,EVSA-T,0
Taselisib,AZD8055,HCC1419,0
Gemcitabine,Paclitaxel,MDA-MB-330,0
Gemcitabine,Olaparib,MDA-MB-415,0
Palbociclib,Lapatinib,PANC-10-05,0
AZD7762,MK-2206,OCUB-M,0
Olaparib,Docetaxel,MRK-nu-1,0
Navitoclax,AZD8055,MDA-MB-436,0
Cisplatin,Docetaxel,BT-20,0
Oxaliplatin,SB216763,LS-123,0
Palbociclib,Oxaliplatin,HT-29,0
Cisplatin,Axitinib,MDA-MB-175-VII,0
Palbociclib,Camptothecin,EFM-19,0
Axitinib,Taselisib,T47D,0
OSI-027,Linsitinib,BT-483,0
Navitoclax,Vinorelbine,SW948,0
Sorafenib,Taselisib,PANC-08-13,0
Olaparib,ZM447439,HCC1428,0
Linsitinib,BI-2536,MDA-MB-468,0
Taselisib,5-Fluorouracil,MDA-MB-330,0
Taselisib,Axitinib,HCC1143,0
Palbociclib,MK-1775,SNU-C1,0
Temozolomide,GSK269962A,ZR-75-30,0
SCH772984,Palbociclib,PA-TU-8902,0
Vorinostat,Crizotinib,HCC1428,0
Temozolomide,Crizotinib,ZR-75-1,0
AZD8055,AZD4547,COLO-205,0
Oxaliplatin,5-Fluorouracil,HuP-T4,0
MK-2206,AZD7762,SW837,0
OSI-027,Doramapimod,COLO-824,0
Docetaxel,PF-4708671,HCC1428,0
Lapatinib,ZM447439,BT-549,0
Oxaliplatin,Linsitinib,SW1463,0
Cisplatin,MK-2206,SUIT-2,0
Linsitinib,AZD8055,LS-180,0
Crizotinib,Oxaliplatin,PA-TU-8988T,0
Taselisib,MK-1775,AU565,0
Palbociclib,Cisplatin,PA-TU-8902,0
Gemcitabine,ZM447439,AU565,0
Irinotecan,Navitoclax,PSN1,1
Cisplatin,SB216763,CAL-148,0
Olaparib,AZD7762,LS-123,0
MK-1775,Linsitinib,SNU-175,1
MK-1775,Navitoclax,BT-20,1
Docetaxel,Cisplatin,MDA-MB-453,0
Camptothecin,MK-2206,SW48,0
5-Fluorouracil,Irinotecan,SUIT-2,0
Crizotinib,Paclitaxel,OCUB-M,0
Navitoclax,5-Fluorouracil,HCC1569,0
Linsitinib,Navitoclax,MRK-nu-1,0
OSI-027,Navitoclax,PANC-10-05,0
Docetaxel,Temozolomide,EFM-192A,0
MK-2206,NU7441,MDA-MB-157,0
Navitoclax,Bortezomib,MDA-MB-415,0
Vorinostat,Bortezomib,CAL-51,0
Olaparib,Dabrafenib,ZR-75-30,0
Docetaxel,Luminespib,HCC70,0
Olaparib,5-Fluorouracil,UACC-812,0
Taselisib,Vinorelbine,HT-29,0
BMS-754807,AZD4547,SNU-407,0
MK-1775,Docetaxel,HDQ-P1,0
Luminespib,SCH772984,HCC1419,0
Olaparib,Navitoclax,GP5d,0
SB216763,Palbociclib,CaR-1,0
Irinotecan,Gemcitabine,KP-3,0
Bortezomib,Tozasertib,DU-4475,0
MK-2206,Linsitinib,AU565,0
Lapatinib,Vorinostat,CAL-85-1,0
Gemcitabine,Palbociclib,CAL-51,0
MK-2206,Axitinib,MCF7,0
5-Fluorouracil,Sorafenib,PA-TU-8988T,0
Palbociclib,Vinorelbine,CCK-81,0
Taselisib,Cisplatin,MDA-MB-231,0
Linsitinib,Temozolomide,HCC38,0
Axitinib,Doramapimod,COLO-824,0
MK-2206,Lapatinib,HCC1500,0
Axitinib,SB216763,HCC1937,0
Taselisib,Linsitinib,SK-CO-1,0
Cisplatin,Paclitaxel,AsPC-1,0
Gemcitabine,Cisplatin,HCC2218,0
MK-2206,Taselisib,HCC1806,0
Lapatinib,Axitinib,BT-20,0
Taselisib,BI-2536,MDA-MB-330,0
Gemcitabine,Taselisib,MDA-MB-436,0
Vinorelbine,Navitoclax,COLO-205,0
Sorafenib,SCH772984,SW1990,0
Crizotinib,MK-2206,SW620,0
Palbociclib,5-Fluorouracil,MDA-MB-453,0
Docetaxel,Camptothecin,ZR-75-1,0
Dasatinib,AZD7762,PSN1,1
BMS-754807,AZD4547,NCI-H508,0
Navitoclax,Irinotecan,Hs-766T,0
Linsitinib,Crizotinib,EFM-192A,0
Olaparib,Crizotinib,HT55,0
5-Fluorouracil,Palbociclib,SW1417,0
Taselisib,5-Fluorouracil,LS-123,0
Gemcitabine,Bortezomib,HCC38,0
Luminespib,Temozolomide,HCC1395,0
Gemcitabine,AZD8055,MDA-MB-453,0
Taselisib,Navitoclax,PANC-04-03,0
MK-1775,Linsitinib,MCF7,0
AZD4547,5-Fluorouracil,C2BBe1,0
Docetaxel,Cisplatin,HCC2218,0
Linsitinib,Lapatinib,UACC-812,0
Lapatinib,Linsitinib,HCC1187,0
Lapatinib,Bortezomib,MDA-MB-175-VII,0
OSI-027,MK-2206,MDA-MB-453,0
Vorinostat,Wee1 Inhibitor,Hs-578-T,0
AZD8055,Oxaliplatin,LS-123,0
MK-1775,Taselisib,SNU-C2B,0
SB505124,Vinorelbine,NCI-H716,0
Dactolisib,Sorafenib,SU8686,0
Gemcitabine,Axitinib,T47D,0
Ruxolitinib,Dasatinib,KP-3,0
MK-2206,Tozasertib,MFM-223,0
Olaparib,Camptothecin,SW837,0
Linsitinib,RO-3306,JIMT-1,0
Bortezomib,Cisplatin,HCC1419,0
Oxaliplatin,MK-1775,KP-1N,0
AZD7762,Camptothecin,SNU-C2B,1
MK-1775,Paclitaxel,CAMA-1,0
Linsitinib,Oxaliplatin,SW620,0
Linsitinib,Palbociclib,HCC1806,0
AZD7762,Irinotecan,SU8686,0
Temozolomide,Wee1 Inhibitor,EFM-192A,0
Navitoclax,GSK269962A,HCC1187,0
Olaparib,Paclitaxel,PANC-02-03,0
Cisplatin,OSI-027,HCC1937,0
Axitinib,GSK269962A,HCC1806,0
Axitinib,Linsitinib,BT-474,0
AZD4547,AZD8055,LS-123,0
